"編號","大類","部位","名稱","五行","取得管道","裝備等級","四維模板","主屬性","特效","特效效果（紫色；橙×1.5、白金×2）","套裝"
"腰帶-11","飾品","腰帶","太白腰帶","金","可製作・至高宗門","Lv700～1000","剛柔","閃避","獸魂","靈寵傷害 +10%",""
"腰帶-12","飾品","腰帶","建木束帶","木","可製作・至高宗門","Lv700～1000","法體","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"腰帶-13","飾品","腰帶","玄冥腰帶","水","可製作・至高宗門","Lv700～1000","靈動","閃避","回靈","每回合回復 1.5% 靈力",""
"腰帶-14","飾品","腰帶","南明束帶","火","可製作・至高宗門","Lv700～1000","剛猛","閃避","法爆","技能傷害 +5%",""
"腰帶-15","飾品","腰帶","后土腰帶","土","可製作・至高宗門","Lv700～1000","玄妙","閃避","剋敵","五行剋制時傷害再 +8%",""
"腰帶-16","飾品","腰帶","血刃束帶","金","外界・奪寶","依人物等級","雅致","閃避","閃擊","閃避後反擊一次 ×0.8",""
"腰帶-17","飾品","腰帶","蠱毒腰帶","木","外界・奪寶","依人物等級","厚重","閃避","定神","被凍結機率 -15%",""
"腰帶-18","飾品","腰帶","幽冥束帶","水","外界・奪寶","依人物等級","均衡","閃避","回春","每回合回復 1% 氣血",""
"腰帶-19","飾品","腰帶","血焰腰帶","火","外界・奪寶","依人物等級","剛柔","閃避","聚財","靈石獲得 +3%",""
"腰帶-20","飾品","腰帶","屍山束帶","土","外界・奪寶","依人物等級","法體","閃避","悟道","修為獲得 +2%",""
"腰帶-21","飾品","腰帶","鎏金腰帶","金","外界・拍賣","依人物等級","靈動","閃避","積德","功德獲得 +5%",""
"腰帶-22","飾品","腰帶","翡翠束帶","木","外界・拍賣","依人物等級","剛猛","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"腰帶-23","飾品","腰帶","珍珠腰帶","水","外界・拍賣","依人物等級","玄妙","閃避","尋鐵","星允鐵獲得 +10%",""
"腰帶-24","飾品","腰帶","瑪瑙束帶","火","外界・拍賣","依人物等級","雅致","閃避","役使","僕從任務速度 +5%",""
"腰帶-25","飾品","腰帶","和闐腰帶","土","外界・拍賣","依人物等級","厚重","閃避","獸魂","靈寵傷害 +10%",""
"腰帶-26","飾品","腰帶","太乙束帶","金","外界・秘境","依秘境層級","均衡","閃避","通玄","藏書閣屬性秘典效果 +10%","太乙（物攻）"
"腰帶-27","飾品","腰帶","蒼龍腰帶","木","外界・秘境","依秘境層級","剛柔","閃避","回靈","每回合回復 1.5% 靈力","蒼龍（物攻）"
"腰帶-28","飾品","腰帶","真武束帶","水","外界・秘境","依秘境層級","法體","閃避","法爆","技能傷害 +5%","真武（物攻）"
"腰帶-29","飾品","腰帶","祝融腰帶","火","外界・秘境","依秘境層級","靈動","閃避","剋敵","五行剋制時傷害再 +8%","祝融（物攻）"
"腰帶-30","飾品","腰帶","盤古束帶","土","外界・秘境","依秘境層級","剛猛","閃避","閃擊","閃避後反擊一次 ×0.8","盤古（物攻）"
"腰帶-31","飾品","腰帶","白帝腰帶","金","外界・秘境","依秘境層級","玄妙","閃避","定神","被凍結機率 -15%","白帝（防禦）"
"腰帶-32","飾品","腰帶","句芒束帶","木","外界・秘境","依秘境層級","雅致","閃避","回春","每回合回復 1% 氣血","句芒（防禦）"
"腰帶-33","飾品","腰帶","玄天腰帶","水","外界・秘境","依秘境層級","厚重","閃避","聚財","靈石獲得 +3%","玄天（防禦）"
"腰帶-34","飾品","腰帶","炎帝束帶","火","外界・秘境","依秘境層級","均衡","閃避","悟道","修為獲得 +2%","炎帝（防禦）"
"腰帶-35","飾品","腰帶","軒轅腰帶","土","外界・秘境","依秘境層級","剛柔","閃避","積德","功德獲得 +5%","軒轅（防禦）"
"腰帶-36","飾品","腰帶","大衍束帶","金","外界・秘境","依秘境層級","法體","閃避","奪寶","裝備掉落率 +10%（相對值）","大衍（收益）"
"腰帶-37","飾品","腰帶","蓬萊腰帶","木","外界・秘境","依秘境層級","靈動","閃避","尋鐵","星允鐵獲得 +10%","蓬萊（收益）"
"腰帶-38","飾品","腰帶","歸墟束帶","水","外界・秘境","依秘境層級","剛猛","閃避","役使","僕從任務速度 +5%","歸墟（收益）"
"腰帶-39","飾品","腰帶","丹霄腰帶","火","外界・秘境","依秘境層級","玄妙","閃避","獸魂","靈寵傷害 +10%","丹霄（收益）"
"腰帶-40","飾品","腰帶","萬壽束帶","土","外界・秘境","依秘境層級","雅致","閃避","通玄","藏書閣屬性秘典效果 +10%","萬壽（收益）"
"腰帶-41","飾品","腰帶","萬劍腰帶","金","外界・秘境","依秘境層級","厚重","閃避","回靈","每回合回復 1.5% 靈力",""
"腰帶-42","飾品","腰帶","金烏束帶","金","外界・秘境","依秘境層級","均衡","閃避","法爆","技能傷害 +5%",""
"腰帶-43","飾品","腰帶","碧霄腰帶","木","外界・秘境","依秘境層級","剛柔","閃避","剋敵","五行剋制時傷害再 +8%",""
"腰帶-44","飾品","腰帶","長春束帶","木","外界・秘境","依秘境層級","法體","閃避","閃擊","閃避後反擊一次 ×0.8",""
"腰帶-45","飾品","腰帶","月魄腰帶","水","外界・秘境","依秘境層級","靈動","閃避","定神","被凍結機率 -15%",""
"腰帶-46","飾品","腰帶","星河束帶","水","外界・秘境","依秘境層級","剛猛","閃避","回春","每回合回復 1% 氣血",""
"腰帶-47","飾品","腰帶","朝陽腰帶","火","外界・秘境","依秘境層級","玄妙","閃避","聚財","靈石獲得 +3%",""
"腰帶-48","飾品","腰帶","焰魔束帶","火","外界・秘境","依秘境層級","雅致","閃避","悟道","修為獲得 +2%",""
"腰帶-49","飾品","腰帶","鎮獄腰帶","土","外界・秘境","依秘境層級","厚重","閃避","積德","功德獲得 +5%",""
"腰帶-50","飾品","腰帶","山海束帶","土","外界・秘境","依秘境層級","均衡","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"項鍊-01","飾品","項鍊","青銅項鍊","金","可製作・凡俗宗門","Lv10～100","靈動","閃避","定神","被凍結機率 -15%",""
"項鍊-02","飾品","項鍊","竹節珠鍊","木","可製作・凡俗宗門","Lv10～100","玄妙","閃避","回春","每回合回復 1% 氣血",""
"項鍊-03","飾品","項鍊","秋水玉墜","水","可製作・凡俗宗門","Lv10～100","雅致","閃避","聚財","靈石獲得 +3%",""
"項鍊-04","飾品","項鍊","紅纓項鍊","火","可製作・凡俗宗門","Lv10～100","均衡","閃避","悟道","修為獲得 +2%",""
"項鍊-05","飾品","項鍊","石紋珠鍊","土","可製作・凡俗宗門","Lv10～100","法體","閃避","積德","功德獲得 +5%",""
"項鍊-06","飾品","項鍊","斬魄玉墜","金","可製作・修真宗門","Lv200～500","厚重","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"項鍊-07","飾品","項鍊","碧落項鍊","木","可製作・修真宗門","Lv200～500","剛猛","閃避","尋鐵","星允鐵獲得 +10%",""
"項鍊-08","飾品","項鍊","流雲珠鍊","水","可製作・修真宗門","Lv200～500","剛柔","閃避","役使","僕從任務速度 +5%",""
"項鍊-09","飾品","項鍊","焚天玉墜","火","可製作・修真宗門","Lv200～500","靈動","閃避","獸魂","靈寵傷害 +10%",""
"項鍊-10","飾品","項鍊","玄黃項鍊","土","可製作・修真宗門","Lv200～500","玄妙","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"項鍊-11","飾品","項鍊","天罡珠鍊","金","可製作・至高宗門","Lv700～1000","雅致","閃避","回靈","每回合回復 1.5% 靈力",""
"項鍊-12","飾品","項鍊","扶桑玉墜","木","可製作・至高宗門","Lv700～1000","均衡","閃避","法爆","技能傷害 +5%",""
"項鍊-13","飾品","項鍊","北冥項鍊","水","可製作・至高宗門","Lv700～1000","法體","閃避","剋敵","五行剋制時傷害再 +8%",""
"項鍊-14","飾品","項鍊","離火珠鍊","火","可製作・至高宗門","Lv700～1000","厚重","閃避","閃擊","閃避後反擊一次 ×0.8",""
"項鍊-15","飾品","項鍊","戊己玉墜","土","可製作・至高宗門","Lv700～1000","剛猛","閃避","定神","被凍結機率 -15%",""
"項鍊-16","飾品","項鍊","奪魄項鍊","金","外界・奪寶","依人物等級","剛柔","閃避","回春","每回合回復 1% 氣血",""
"項鍊-17","飾品","項鍊","噬心珠鍊","木","外界・奪寶","依人物等級","靈動","閃避","聚財","靈石獲得 +3%",""
"項鍊-18","飾品","項鍊","黃泉玉墜","水","外界・奪寶","依人物等級","玄妙","閃避","悟道","修為獲得 +2%",""
"項鍊-19","飾品","項鍊","魔焰項鍊","火","外界・奪寶","依人物等級","雅致","閃避","積德","功德獲得 +5%",""
"項鍊-20","飾品","項鍊","白骨珠鍊","土","外界・奪寶","依人物等級","均衡","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"項鍊-21","飾品","項鍊","琉璃玉墜","金","外界・拍賣","依人物等級","法體","閃避","尋鐵","星允鐵獲得 +10%",""
"項鍊-22","飾品","項鍊","沉香項鍊","木","外界・拍賣","依人物等級","厚重","閃避","役使","僕從任務速度 +5%",""
"項鍊-23","飾品","項鍊","水晶珠鍊","水","外界・拍賣","依人物等級","剛猛","閃避","獸魂","靈寵傷害 +10%",""
"項鍊-24","飾品","項鍊","珊瑚玉墜","火","外界・拍賣","依人物等級","剛柔","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"項鍊-25","飾品","項鍊","黃玉項鍊","土","外界・拍賣","依人物等級","靈動","閃避","回靈","每回合回復 1.5% 靈力",""
"項鍊-26","飾品","項鍊","神霄珠鍊","金","外界・秘境","依秘境層級","玄妙","閃避","法爆","技能傷害 +5%","神霄（法攻）"
"項鍊-27","飾品","項鍊","太昊玉墜","木","外界・秘境","依秘境層級","雅致","閃避","剋敵","五行剋制時傷害再 +8%","太昊（法攻）"
"項鍊-28","飾品","項鍊","玄女項鍊","水","外界・秘境","依秘境層級","均衡","閃避","閃擊","閃避後反擊一次 ×0.8","玄女（法攻）"
"項鍊-29","飾品","項鍊","羲和珠鍊","火","外界・秘境","依秘境層級","法體","閃避","定神","被凍結機率 -15%","羲和（法攻）"
"項鍊-30","飾品","項鍊","黃庭玉墜","土","外界・秘境","依秘境層級","厚重","閃避","回春","每回合回復 1% 氣血","黃庭（法攻）"
"項鍊-31","飾品","項鍊","戮仙項鍊","金","外界・秘境","依秘境層級","剛猛","閃避","聚財","靈石獲得 +3%","戮仙（屬性）"
"項鍊-32","飾品","項鍊","神農珠鍊","木","外界・秘境","依秘境層級","剛柔","閃避","悟道","修為獲得 +2%","神農（屬性）"
"項鍊-33","飾品","項鍊","太陰玉墜","水","外界・秘境","依秘境層級","靈動","閃避","積德","功德獲得 +5%","太陰（屬性）"
"項鍊-34","飾品","項鍊","三昧項鍊","火","外界・秘境","依秘境層級","玄妙","閃避","奪寶","裝備掉落率 +10%（相對值）","三昧（屬性）"
"項鍊-35","飾品","項鍊","九州珠鍊","土","外界・秘境","依秘境層級","雅致","閃避","尋鐵","星允鐵獲得 +10%","九州（屬性）"
"項鍊-36","飾品","項鍊","大衍玉墜","金","外界・秘境","依秘境層級","均衡","閃避","役使","僕從任務速度 +5%","大衍（收益）"
"項鍊-37","飾品","項鍊","蓬萊項鍊","木","外界・秘境","依秘境層級","法體","閃避","獸魂","靈寵傷害 +10%","蓬萊（收益）"
"項鍊-38","飾品","項鍊","歸墟珠鍊","水","外界・秘境","依秘境層級","厚重","閃避","通玄","藏書閣屬性秘典效果 +10%","歸墟（收益）"
"項鍊-39","飾品","項鍊","丹霄玉墜","火","外界・秘境","依秘境層級","剛猛","閃避","回靈","每回合回復 1.5% 靈力","丹霄（收益）"
"項鍊-40","飾品","項鍊","萬壽項鍊","土","外界・秘境","依秘境層級","剛柔","閃避","法爆","技能傷害 +5%","萬壽（收益）"
"項鍊-41","飾品","項鍊","天刑珠鍊","金","外界・秘境","依秘境層級","靈動","閃避","剋敵","五行剋制時傷害再 +8%",""
"項鍊-42","飾品","項鍊","無量玉墜","金","外界・秘境","依秘境層級","玄妙","閃避","閃擊","閃避後反擊一次 ×0.8",""
"項鍊-43","飾品","項鍊","瀛洲項鍊","木","外界・秘境","依秘境層級","雅致","閃避","定神","被凍結機率 -15%",""
"項鍊-44","飾品","項鍊","方丈珠鍊","木","外界・秘境","依秘境層級","均衡","閃避","回春","每回合回復 1% 氣血",""
"項鍊-45","飾品","項鍊","太虛玉墜","水","外界・秘境","依秘境層級","法體","閃避","聚財","靈石獲得 +3%",""
"項鍊-46","飾品","項鍊","靈霄項鍊","水","外界・秘境","依秘境層級","厚重","閃避","悟道","修為獲得 +2%",""
"項鍊-47","飾品","項鍊","陽燧珠鍊","火","外界・秘境","依秘境層級","剛猛","閃避","積德","功德獲得 +5%",""
"項鍊-48","飾品","項鍊","離明玉墜","火","外界・秘境","依秘境層級","剛柔","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"項鍊-49","飾品","項鍊","中州項鍊","土","外界・秘境","依秘境層級","靈動","閃避","尋鐵","星允鐵獲得 +10%",""
"項鍊-50","飾品","項鍊","大荒珠鍊","土","外界・秘境","依秘境層級","玄妙","閃避","役使","僕從任務速度 +5%",""
"戒指-01","飾品","戒指","鐵骨戒","金","可製作・凡俗宗門","Lv10～100","剛猛","閃避","聚財","靈石獲得 +3%",""
"戒指-02","飾品","戒指","桑木指環","木","可製作・凡俗宗門","Lv10～100","玄妙","閃避","悟道","修為獲得 +2%",""
"戒指-03","飾品","戒指","冷泉戒","水","可製作・凡俗宗門","Lv10～100","均衡","閃避","積德","功德獲得 +5%",""
"戒指-04","飾品","戒指","烈陽指環","火","可製作・凡俗宗門","Lv10～100","剛柔","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"戒指-05","飾品","戒指","厚土戒","土","可製作・凡俗宗門","Lv10～100","法體","閃避","尋鐵","星允鐵獲得 +10%",""
"戒指-06","飾品","戒指","破軍指環","金","可製作・修真宗門","Lv200～500","雅致","閃避","役使","僕從任務速度 +5%",""
"戒指-07","飾品","戒指","長青戒","木","可製作・修真宗門","Lv200～500","靈動","閃避","獸魂","靈寵傷害 +10%",""
"戒指-08","飾品","戒指","冰魄指環","水","可製作・修真宗門","Lv200～500","厚重","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"戒指-09","飾品","戒指","流火戒","火","可製作・修真宗門","Lv200～500","剛猛","閃避","回靈","每回合回復 1.5% 靈力",""
"戒指-10","飾品","戒指","山河指環","土","可製作・修真宗門","Lv200～500","玄妙","閃避","法爆","技能傷害 +5%",""
"戒指-11","飾品","戒指","誅邪戒","金","可製作・至高宗門","Lv700～1000","均衡","閃避","剋敵","五行剋制時傷害再 +8%",""
"戒指-12","飾品","戒指","青帝指環","木","可製作・至高宗門","Lv700～1000","剛柔","閃避","閃擊","閃避後反擊一次 ×0.8",""
"戒指-13","飾品","戒指","天河戒","水","可製作・至高宗門","Lv700～1000","法體","閃避","定神","被凍結機率 -15%",""
"戒指-14","飾品","戒指","朱雀指環","火","可製作・至高宗門","Lv700～1000","雅致","閃避","回春","每回合回復 1% 氣血",""
"戒指-15","飾品","戒指","崑崙戒","土","可製作・至高宗門","Lv700～1000","靈動","閃避","聚財","靈石獲得 +3%",""
"戒指-16","飾品","戒指","鬼哭指環","金","外界・奪寶","依人物等級","厚重","閃避","悟道","修為獲得 +2%",""
"戒指-17","飾品","戒指","鬼藤戒","木","外界・奪寶","依人物等級","剛猛","閃避","積德","功德獲得 +5%",""
"戒指-18","飾品","戒指","冥河指環","水","外界・奪寶","依人物等級","玄妙","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"戒指-19","飾品","戒指","焚魂戒","火","外界・奪寶","依人物等級","均衡","閃避","尋鐵","星允鐵獲得 +10%",""
"戒指-20","飾品","戒指","墳土指環","土","外界・奪寶","依人物等級","剛柔","閃避","役使","僕從任務速度 +5%",""
"戒指-21","飾品","戒指","珍瓏戒","金","外界・拍賣","依人物等級","法體","閃避","獸魂","靈寵傷害 +10%",""
"戒指-22","飾品","戒指","紫檀指環","木","外界・拍賣","依人物等級","雅致","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"戒指-23","飾品","戒指","冰玉戒","水","外界・拍賣","依人物等級","靈動","閃避","回靈","每回合回復 1.5% 靈力",""
"戒指-24","飾品","戒指","赤玉指環","火","外界・拍賣","依人物等級","厚重","閃避","法爆","技能傷害 +5%",""
"戒指-25","飾品","戒指","玳瑁戒","土","外界・拍賣","依人物等級","剛猛","閃避","剋敵","五行剋制時傷害再 +8%",""
"戒指-26","飾品","戒指","太乙指環","金","外界・秘境","依秘境層級","玄妙","閃避","閃擊","閃避後反擊一次 ×0.8","太乙（物攻）"
"戒指-27","飾品","戒指","蒼龍戒","木","外界・秘境","依秘境層級","均衡","閃避","定神","被凍結機率 -15%","蒼龍（物攻）"
"戒指-28","飾品","戒指","真武指環","水","外界・秘境","依秘境層級","剛柔","閃避","回春","每回合回復 1% 氣血","真武（物攻）"
"戒指-29","飾品","戒指","祝融戒","火","外界・秘境","依秘境層級","法體","閃避","聚財","靈石獲得 +3%","祝融（物攻）"
"戒指-30","飾品","戒指","盤古指環","土","外界・秘境","依秘境層級","雅致","閃避","悟道","修為獲得 +2%","盤古（物攻）"
"戒指-31","飾品","戒指","天樞戒","金","外界・秘境","依秘境層級","靈動","閃避","積德","功德獲得 +5%","天樞（閃避）"
"戒指-32","飾品","戒指","瑤光指環","木","外界・秘境","依秘境層級","厚重","閃避","奪寶","裝備掉落率 +10%（相對值）","瑤光（閃避）"
"戒指-33","飾品","戒指","洛神戒","水","外界・秘境","依秘境層級","剛猛","閃避","尋鐵","星允鐵獲得 +10%","洛神（閃避）"
"戒指-34","飾品","戒指","畢方指環","火","外界・秘境","依秘境層級","玄妙","閃避","役使","僕從任務速度 +5%","畢方（閃避）"
"戒指-35","飾品","戒指","須彌戒","土","外界・秘境","依秘境層級","均衡","閃避","獸魂","靈寵傷害 +10%","須彌（閃避）"
"戒指-36","飾品","戒指","戮仙指環","金","外界・秘境","依秘境層級","剛柔","閃避","通玄","藏書閣屬性秘典效果 +10%","戮仙（屬性）"
"戒指-37","飾品","戒指","神農戒","木","外界・秘境","依秘境層級","法體","閃避","回靈","每回合回復 1.5% 靈力","神農（屬性）"
"戒指-38","飾品","戒指","太陰指環","水","外界・秘境","依秘境層級","雅致","閃避","法爆","技能傷害 +5%","太陰（屬性）"
"戒指-39","飾品","戒指","三昧戒","火","外界・秘境","依秘境層級","靈動","閃避","剋敵","五行剋制時傷害再 +8%","三昧（屬性）"
"戒指-40","飾品","戒指","九州指環","土","外界・秘境","依秘境層級","厚重","閃避","閃擊","閃避後反擊一次 ×0.8","九州（屬性）"
"戒指-41","飾品","戒指","太初戒","金","外界・秘境","依秘境層級","剛猛","閃避","定神","被凍結機率 -15%",""
"戒指-42","飾品","戒指","開天指環","金","外界・秘境","依秘境層級","玄妙","閃避","回春","每回合回復 1% 氣血",""
"戒指-43","飾品","戒指","鴻蒙戒","木","外界・秘境","依秘境層級","均衡","閃避","聚財","靈石獲得 +3%",""
"戒指-44","飾品","戒指","青冥指環","木","外界・秘境","依秘境層級","剛柔","閃避","悟道","修為獲得 +2%",""
"戒指-45","飾品","戒指","北斗戒","水","外界・秘境","依秘境層級","法體","閃避","積德","功德獲得 +5%",""
"戒指-46","飾品","戒指","寒淵指環","水","外界・秘境","依秘境層級","雅致","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"戒指-47","飾品","戒指","燭龍戒","火","外界・秘境","依秘境層級","靈動","閃避","尋鐵","星允鐵獲得 +10%",""
"戒指-48","飾品","戒指","赤帝指環","火","外界・秘境","依秘境層級","厚重","閃避","役使","僕從任務速度 +5%",""
"戒指-49","飾品","戒指","坤輿戒","土","外界・秘境","依秘境層級","剛猛","閃避","獸魂","靈寵傷害 +10%",""
"戒指-50","飾品","戒指","泰山指環","土","外界・秘境","依秘境層級","玄妙","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"耳環-01","飾品","耳環","白銅耳環","金","可製作・凡俗宗門","Lv10～100","雅致","閃避","積德","功德獲得 +5%",""
"耳環-02","飾品","耳環","青藤耳墜","木","可製作・凡俗宗門","Lv10～100","靈動","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"耳環-03","飾品","耳環","碧波耳環","水","可製作・凡俗宗門","Lv10～100","均衡","閃避","尋鐵","星允鐵獲得 +10%",""
"耳環-04","飾品","耳環","丹霞耳墜","火","可製作・凡俗宗門","Lv10～100","玄妙","閃避","役使","僕從任務速度 +5%",""
"耳環-05","飾品","耳環","山紋耳環","土","可製作・凡俗宗門","Lv10～100","剛柔","閃避","獸魂","靈寵傷害 +10%",""
"耳環-06","飾品","耳環","流光耳墜","金","可製作・修真宗門","Lv200～500","法體","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"耳環-07","飾品","耳環","蒼松耳環","木","可製作・修真宗門","Lv200～500","厚重","閃避","回靈","每回合回復 1.5% 靈力",""
"耳環-08","飾品","耳環","滄浪耳墜","水","可製作・修真宗門","Lv200～500","剛猛","閃避","法爆","技能傷害 +5%",""
"耳環-09","飾品","耳環","炎陽耳環","火","可製作・修真宗門","Lv200～500","雅致","閃避","剋敵","五行剋制時傷害再 +8%",""
"耳環-10","飾品","耳環","磐石耳墜","土","可製作・修真宗門","Lv200～500","靈動","閃避","閃擊","閃避後反擊一次 ×0.8",""
"耳環-11","飾品","耳環","金闕耳環","金","可製作・至高宗門","Lv700～1000","均衡","閃避","定神","被凍結機率 -15%",""
"耳環-12","飾品","耳環","萬木耳墜","木","可製作・至高宗門","Lv700～1000","玄妙","閃避","回春","每回合回復 1% 氣血",""
"耳環-13","飾品","耳環","弱水耳環","水","可製作・至高宗門","Lv700～1000","剛柔","閃避","聚財","靈石獲得 +3%",""
"耳環-14","飾品","耳環","九陽耳墜","火","可製作・至高宗門","Lv700～1000","法體","閃避","悟道","修為獲得 +2%",""
"耳環-15","飾品","耳環","不周耳環","土","可製作・至高宗門","Lv700～1000","厚重","閃避","積德","功德獲得 +5%",""
"耳環-16","飾品","耳環","修羅耳墜","金","外界・奪寶","依人物等級","剛猛","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"耳環-17","飾品","耳環","血藤耳環","木","外界・奪寶","依人物等級","雅致","閃避","尋鐵","星允鐵獲得 +10%",""
"耳環-18","飾品","耳環","陰煞耳墜","水","外界・奪寶","依人物等級","靈動","閃避","役使","僕從任務速度 +5%",""
"耳環-19","飾品","耳環","煉獄耳環","火","外界・奪寶","依人物等級","均衡","閃避","獸魂","靈寵傷害 +10%",""
"耳環-20","飾品","耳環","骷髏耳墜","土","外界・奪寶","依人物等級","玄妙","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"耳環-21","飾品","耳環","紫金耳環","金","外界・拍賣","依人物等級","剛柔","閃避","回靈","每回合回復 1.5% 靈力",""
"耳環-22","飾品","耳環","檀香耳墜","木","外界・拍賣","依人物等級","法體","閃避","法爆","技能傷害 +5%",""
"耳環-23","飾品","耳環","月華耳環","水","外界・拍賣","依人物等級","厚重","閃避","剋敵","五行剋制時傷害再 +8%",""
"耳環-24","飾品","耳環","霞光耳墜","火","外界・拍賣","依人物等級","剛猛","閃避","閃擊","閃避後反擊一次 ×0.8",""
"耳環-25","飾品","耳環","墨玉耳環","土","外界・拍賣","依人物等級","雅致","閃避","定神","被凍結機率 -15%",""
"耳環-26","飾品","耳環","神霄耳墜","金","外界・秘境","依秘境層級","靈動","閃避","回春","每回合回復 1% 氣血","神霄（法攻）"
"耳環-27","飾品","耳環","太昊耳環","木","外界・秘境","依秘境層級","均衡","閃避","聚財","靈石獲得 +3%","太昊（法攻）"
"耳環-28","飾品","耳環","玄女耳墜","水","外界・秘境","依秘境層級","玄妙","閃避","悟道","修為獲得 +2%","玄女（法攻）"
"耳環-29","飾品","耳環","羲和耳環","火","外界・秘境","依秘境層級","剛柔","閃避","積德","功德獲得 +5%","羲和（法攻）"
"耳環-30","飾品","耳環","黃庭耳墜","土","外界・秘境","依秘境層級","法體","閃避","奪寶","裝備掉落率 +10%（相對值）","黃庭（法攻）"
"耳環-31","飾品","耳環","天樞耳環","金","外界・秘境","依秘境層級","厚重","閃避","尋鐵","星允鐵獲得 +10%","天樞（閃避）"
"耳環-32","飾品","耳環","瑤光耳墜","木","外界・秘境","依秘境層級","剛猛","閃避","役使","僕從任務速度 +5%","瑤光（閃避）"
"耳環-33","飾品","耳環","洛神耳環","水","外界・秘境","依秘境層級","雅致","閃避","獸魂","靈寵傷害 +10%","洛神（閃避）"
"耳環-34","飾品","耳環","畢方耳墜","火","外界・秘境","依秘境層級","靈動","閃避","通玄","藏書閣屬性秘典效果 +10%","畢方（閃避）"
"耳環-35","飾品","耳環","須彌耳環","土","外界・秘境","依秘境層級","均衡","閃避","回靈","每回合回復 1.5% 靈力","須彌（閃避）"
"耳環-36","飾品","耳環","大衍耳墜","金","外界・秘境","依秘境層級","玄妙","閃避","法爆","技能傷害 +5%","大衍（收益）"
"耳環-37","飾品","耳環","蓬萊耳環","木","外界・秘境","依秘境層級","剛柔","閃避","剋敵","五行剋制時傷害再 +8%","蓬萊（收益）"
"耳環-38","飾品","耳環","歸墟耳墜","水","外界・秘境","依秘境層級","法體","閃避","閃擊","閃避後反擊一次 ×0.8","歸墟（收益）"
"耳環-39","飾品","耳環","丹霄耳環","火","外界・秘境","依秘境層級","厚重","閃避","定神","被凍結機率 -15%","丹霄（收益）"
"耳環-40","飾品","耳環","萬壽耳墜","土","外界・秘境","依秘境層級","剛猛","閃避","回春","每回合回復 1% 氣血","萬壽（收益）"
"耳環-41","飾品","耳環","絕仙耳環","金","外界・秘境","依秘境層級","雅致","閃避","聚財","靈石獲得 +3%",""
"耳環-42","飾品","耳環","紫霄耳墜","金","外界・秘境","依秘境層級","靈動","閃避","悟道","修為獲得 +2%",""
"耳環-43","飾品","耳環","木德耳環","木","外界・秘境","依秘境層級","均衡","閃避","積德","功德獲得 +5%",""
"耳環-44","飾品","耳環","生生耳墜","木","外界・秘境","依秘境層級","玄妙","閃避","奪寶","裝備掉落率 +10%（相對值）",""
"耳環-45","飾品","耳環","天一耳環","水","外界・秘境","依秘境層級","剛柔","閃避","尋鐵","星允鐵獲得 +10%",""
"耳環-46","飾品","耳環","冰皇耳墜","水","外界・秘境","依秘境層級","法體","閃避","役使","僕從任務速度 +5%",""
"耳環-47","飾品","耳環","天火耳環","火","外界・秘境","依秘境層級","厚重","閃避","獸魂","靈寵傷害 +10%",""
"耳環-48","飾品","耳環","熾天耳墜","火","外界・秘境","依秘境層級","剛猛","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"耳環-49","飾品","耳環","厚德耳環","土","外界・秘境","依秘境層級","雅致","閃避","回靈","每回合回復 1.5% 靈力",""
"耳環-50","飾品","耳環","乾坤耳墜","土","外界・秘境","依秘境層級","靈動","閃避","法爆","技能傷害 +5%",""
"腰牌-01","飾品","腰牌","銀紋令","金","可製作・凡俗宗門","Lv10～100","均衡","閃避","尋鐵","星允鐵獲得 +10%",""
"腰牌-02","飾品","腰牌","柳葉腰牌","木","可製作・凡俗宗門","Lv10～100","雅致","閃避","役使","僕從任務速度 +5%",""
"腰牌-03","飾品","腰牌","霜紋令牌","水","可製作・凡俗宗門","Lv10～100","玄妙","閃避","獸魂","靈寵傷害 +10%",""
"腰牌-04","飾品","腰牌","火紋令","火","可製作・凡俗宗門","Lv10～100","靈動","閃避","通玄","藏書閣屬性秘典效果 +10%",""
"腰牌-05","飾品","腰牌","岩骨腰牌","土","可製作・凡俗宗門","Lv10～100","厚重","閃避","回靈","每回合回復 1.5% 靈力",""
"腰牌-06","飾品","腰牌","金蟬令牌","金","可製作・修真宗門","Lv200～500","剛柔","閃避","法爆","技能傷害 +5%",""
